지방우정청,총괄국명,우체국명, 주소(지번) , 주소(도로명) , 전화번호 
부산지방우정청,의령우체국,의령우체국,경상남도 의령군 의령읍 중동리 417-1 ,경상남도 의령군 의령읍 충익로 21,055)573-2100
부산지방우정청,의령우체국,신반우체국,경상남도 의령군 부림면 신반리 350-1 ,경상남도 의령군 부림면 대한로 1764,055)574-6000
부산지방우정청,의령우체국,의령정곡우체국,경상남도 의령군 정곡면 중교리 417-8 ,경상남도 의령군 정곡면 법정로 932-5,055)572-5001
부산지방우정청,의령우체국,의령지정우체국,경상남도 의령군 지정면 봉곡리 752-6 ,경상남도 의령군 지정면 함의로5길 3,055)572-5400
부산지방우정청,의령우체국,의령대의우체국,경상남도 의령군 대의면 마쌍리 442 ,경상남도 의령군 대의면 대의로 53-6,055)572-9000
부산지방우정청,의령우체국,의령궁류우체국,경상남도 의령군 궁류면 토곡리 740-1 ,경상남도 의령군 궁류면 궁류로 125,055)572-8000
부산지방우정청,의령우체국,의령화정우체국,경상남도 의령군 화정면 상정리 614-3 ,경상남도 의령군 화정면 화정로 299,055)572-4200
부산지방우정청,의령우체국,의령봉수우체국,경상남도 의령군 봉수면 죽전리 539-3 ,경상남도 의령군 봉수면 대한로 1225,055)572-3200
부산지방우정청,의령우체국,의령용덕우체국,경상남도 의령군 용덕면 정동리 640-3 ,경상남도 의령군 용덕면 의합대로 364,055)573-4400
부산지방우정청,의령우체국,의령가례우체국,경상남도 의령군 가례면 가례리 239-3 ,경상남도 의령군 가례면 의병로 56,055)573-2407
부산지방우정청,의령우체국,의령낙서우체국,경상남도 의령군 낙서면 전화리 258-6 ,경상남도 의령군 낙서면 낙서로 506,055)572-7001
부산지방우정청,의령우체국,의령칠곡우체국,경상남도 의령군 칠곡면 외조리 86-2 ,경상남도 의령군 칠곡면 칠곡로 65,055)572-4000
부산지방우정청,의령우체국,의령유곡취급국,경상남도 의령군 유곡면 송산리 253-3 (촌국수),경상남도 의령군 유곡면 청정로 1742,055)573-1997
부산지방우정청,창녕우체국,창녕우체국,경상남도 창녕군 창녕읍 교하리 43-1 ,경상남도 창녕군 창녕읍 화왕산1로 41,055)806-1100
부산지방우정청,창녕우체국,창녕영산우체국,경상남도 창녕군 영산면 서리 144-1 ,경상남도 창녕군 영산면 연지길 11,055)536-7001
부산지방우정청,창녕우체국,창녕남지우체국,경상남도 창녕군 남지읍 남지리 663-66 ,경상남도 창녕군 남지읍 낙동로 460,055-526-2005
부산지방우정청,창녕우체국,창녕대합우체국,경상남도 창녕군 대합면 십이리 219-2 ,경상남도 창녕군 대합면 십이리2길 3,055)532-2400
부산지방우정청,창녕우체국,창녕부곡우체국,경상남도 창녕군 부곡면 거문리 181-6 ,경상남도 창녕군 부곡면 신촌길 2,055)536-5000
부산지방우정청,창녕우체국,창녕이방우체국,경상남도 창녕군 이방면 거남리432-7 ,경상남도 창녕군 이방면 이방대합로 352,055)532-5000
부산지방우정청,창녕우체국,창녕유어우체국,경상남도 창녕군 유어면 부곡리15-3 ,경상남도 창녕군 유어면 유어장마로 757,055)532-8000
부산지방우정청,창녕우체국,창녕계성우체국,경상남도 창녕군 계성면 계성리 608-1 ,경상남도 창녕군 계성면 영산계성로 467,055)536-4500
부산지방우정청,창녕우체국,창녕고암우체국,경상남도 창녕군 고암면 우천리 1000-1 ,경상남도 창녕군 고암면 창밀로 386,055)533-6300
부산지방우정청,창녕우체국,창녕성산우체국,경상남도 창녕군 성산면 대견리 178-1 ,경상남도 창녕군 성산면 창한로 433,055)533-0101
부산지방우정청,창녕우체국,창녕도천우체국,경상남도 창녕군 도천면 도천리 1033-1 ,경상남도 창녕군 도천면 영산도천로 352,055)536-4000
부산지방우정청,창녕우체국,창녕대지우체국,경상남도 창녕군 대지면 모산리 530-1 ,경상남도 창녕군 대지면 우포2로 972-1,055)533-2011
부산지방우정청,창녕우체국,창녕길곡우체국,경상남도 창녕군 길곡면 증산리 520 ,경상남도 창녕군 길곡면 낙동로 1507,055)536-9200
부산지방우정청,창녕우체국,창녕장마우체국,경상남도 창녕군 장마면 강리 806-4 ,경상남도 창녕군 장마면 강리길 29,055)536-8000
부산지방우정청,하동우체국,하동우체국,경상남도 하동군 하동읍 읍내리 408-1 ,경상남도 하동군 하동읍 중앙로 40,055-882-2006
부산지방우정청,하동우체국,진교우체국,경상남도 하동군 진교면 진교리 300 ,경상남도 하동군 진교면 민다리길 63,055)882-3002
부산지방우정청,하동우체국,하동금남우체국,경상남도 하동군 금남면 계천리 355-11,경상남도 하동군 금남면 섬진강대로 973-16,055)882-0001
부산지방우정청,하동우체국,악양우체국,경상남도 하동군 악양면 정서리 285-1,경상남도 하동군 악양면 악양서로 357 (정서리),055)883-3002
부산지방우정청,하동우체국,옥종우체국,경상남도 하동군 옥종면 청룡리 119-3 ,경상남도 하동군 옥종면 덕천로 5,055)882-8000
부산지방우정청,하동우체국,화개우체국,경상남도 하동군 화개면 탑리 637-11 (화개우체국),경상남도 하동군 화개면 쌍계로 50,055)883-2500
부산지방우정청,하동우체국,하동금성우체국,경상남도 하동군 금성면 갈사리 786-5 ,경상남도 하동군 금성면 금성로 515,055)882-2100
부산지방우정청,하동우체국,청암우체국,경상남도 하동군 청암면 평촌리 565-7 ,경상남도 하동군 청암면 청학로 671,055)882-5700
부산지방우정청,하동우체국,하동북천우체국,경상남도 하동군 북천면 직전리 588-5 (북천우체국),경상남도 하동군 북천면 경서대로 2448 북천우체국,055)882-9500
부산지방우정청,하동우체국,하동횡천우체국,경상남도 하동군 횡천면 횡천리 565-1 ,경상남도 하동군 횡천면 경서대로 1177,055)882-6000
부산지방우정청,하동우체국,하동적량우체국,경상남도 하동군 적량면 관리 42-6 ,경상남도 하동군 적량면 적량로 100,055)883-0100
부산지방우정청,하동우체국,하동양보우체국,경상남도 하동군 양보면 운암리 155 (양보우체국),경상남도 하동군 양보면 진양로 729 ,055)882-4500
부산지방우정청,하동우체국,하동노량우편취급국,경상남도 하동군 금남면 노량리 738-4 ,경상남도 하동군 금남면 노량해안길 31,055-882-2003
부산지방우정청,함안우체국,함안우체국,경상남도 함안군 가야읍 말산리 210-5 ,경상남도 함안군 가야읍 함안대로 523,055-582-0310
부산지방우정청,함안우체국,군북우체국,경상남도 함안군 군북면 중암리 90-8 ,경상남도 함안군 군북면 중암7길 6,055)585-5001
부산지방우정청,함안우체국,칠원우체국,경상남도 함안군 칠원읍 구성리 649,경상남도 함안군 칠원읍 용산1길 39,055)587-0001
부산지방우정청,함안우체국,함읍우체국,경상남도 함안군 함안면 북촌리 957-1 ,경상남도함안군북촌2길50-21,055)582-1400
부산지방우정청,함안우체국,함안대산우체국,경상남도 함안군 대산면 구혜리 263-2 (함안대산우체국),경상남도 함안군 대산면 대산중앙로 187,055)582-8001
부산지방우정청,함안우체국,함안법수우체국,경상남도 함안군 법수면 우거리 780-2 ,경상남도 함안군 법수면 우거북길 24,055)582-4001
부산지방우정청,함안우체국,함안산인우체국,경상남도 함안군 산인면 송정리 1021-5 ,경상남도 함안군 산인면 가야로 221,055)582-1900
부산지방우정청,함안우체국,함안칠북우체국,경상남도 함안군 칠북면 화천리 143-2 ,경상남도 함안군 칠북면 칠북로 31 ,055)587-3501
부산지방우정청,함안우체국,함안칠서우체국,경상남도 함안군 칠서면 용성리 29-8 ,경상남도함안군삼칠로1315,055)587-5001
부산지방우정청,함안우체국,함안아라우편취급국,경상남도 함안군 가야읍 말산리 592-4 ,경상남도 함안군 가야읍 가야로 93,055)583-3366
부산지방우정청,함안우체국,함안월촌우편취급국,경상남도 함안군 군북면 월촌리 1545-10 (엔젤커피숍),경상남도 함안군 군북면 월촌안길 119 엔젤커피숍,055)582-7500
부산지방우정청,함안우체국,제80군사우편출장소,경상남도 함안군 군북면 소포리 1643,경상남도 함안군 군북면 함마대로 848 제39보병사단,055-582-7535
부산지방우정청,함양우체국,함양우체국,경상남도 함양군 함양읍 운림리 40-2 ,경상남도 함양군 함양읍 학사루길 1,055)963-2008
부산지방우정청,함양우체국,안의우체국,경상남도 함양군 안의면 당본리 5-8 ,경상남도 함양군 안의면 광풍로 114,055)962-0001
부산지방우정청,함양우체국,수동우체국,경상남도 함양군 수동면 화산리 1251-11 ,경상남도 함양군 수동면 수동길 21,055)962-1001
부산지방우정청,함양우체국,서상우체국,경상남도 함양군 서상면 대남리 1838-4 ,경상남도 함양군 서상면 서상로 295-1,055)963-0001
부산지방우정청,함양우체국,마천우체국,경상남도 함양군 마천면 가흥리 534 ,경상남도 함양군 마천면 천왕봉로 1169 ,055)962-5001
부산지방우정청,함양우체국,함양서하우체국,경상남도 함양군 서하면 송계리 1242-1 ,경상남도 함양군 서하면 함양남서로 3944,055)962-9001
부산지방우정청,함양우체국,함양백전우체국,경상남도 함양군 백전면 평정리 391-1 (함양백전우체국),경상남도 함양군 백전면 함양남서로 2353,055)962-8001
부산지방우정청,함양우체국,함양지곡우체국,경상남도 함양군 지곡면 창평리 547-9 ,경상남도 함양군 지곡면 병곡지곡로 966-16,055)962-7001
부산지방우정청,함양우체국,함양휴천우체국,경상남도 함양군 휴천면 목현리 141 ,경상남도 함양군 휴천면 목현옥매로 26,055)962-6001
부산지방우정청,함양우체국,함양병곡우체국,경상남도 함양군 병곡면 송평리 533 ,경상남도 함양군 병곡면 함양남서로 1758,055)962-2001
부산지방우정청,함양우체국,함양천령우편취급국,경상남도 함양군 함양읍 교산리 328-17,경상남도 함양군 함양읍 함양로 1194 (교산리),055)962-3349
부산지방우정청,합천우체국,합천우체국,경상남도 합천군 합천읍 합천리 791 ,경상남도 합천군 합천읍 동서로 56,055)933-0002
부산지방우정청,합천우체국,야로우체국,경상남도 합천군 야로면 구정리 250 - 1 ,경상남도 합천군 야로면 가야산로 346-1,055)932-6500
부산지방우정청,합천우체국,삼가우체국,경상남도 합천군 삼가면 금리 74 ,경상남도 합천군 삼가면 삼가1로 67,055)932-4200
부산지방우정청,합천우체국,초계우체국,경상남도 합천군 초계면 초계리 404 - 4 ,경상남도 합천군 초계면 초계중앙로 15,055)932-1001
부산지방우정청,합천우체국,대병우체국,경상남도 합천군 대병면 회양리 886 - 2 ,경상남도 합천군 대병면 신성동길 32,055)933-8000
부산지방우정청,합천우체국,봉산우체국,경상남도 합천군 봉산면 김봉리 320 - 3 ,경상남도 합천군 봉산면 서부로 4351,055)933-6000
부산지방우정청,합천우체국,합천율곡우체국,경상남도 합천군 율곡면 영전리 464 - 3 ,경상남도 합천군 율곡면 동부로 586,055)933-3800
부산지방우정청,합천우체국,합천가야우체국,경상남도 합천군 가야면 야천리 465 - 7 ,경상남도 합천군 가야면 가야시장로 86-1,055)932-7600
부산지방우정청,합천우체국,합천묘산우체국,경상남도 합천군 묘산면 산제리 28 - 9 ,경상남도 합천군 묘산면 묘산로 153,055)932-6000
부산지방우정청,합천우체국,합천대양우체국,경상남도 합천군 대양면 덕정리 665-7 (대양우체국),경상남도 합천군 대양면 대야로 272,055)932-3700
부산지방우정청,합천우체국,합천해인사우체국,경상남도 합천군 가야면 치인리 산 20-1 (해인사우체국),경상남도 합천군 가야면 가야산로 1816,055)932-7200
부산지방우정청,합천우체국,합천가회우체국,경상남도 합천군 가회면 덕촌리 385 - 4 ,경상남도 합천군 가회면 황매산로 54,055)932-9100
부산지방우정청,합천우체국,합천쌍백우체국,경상남도 합천군 쌍백면 평구리 536-6 ,경상남도 합천군 쌍백면 쌍백중앙로 51,055)932-3500
부산지방우정청,합천우체국,합천쌍책우체국,경상남도 합천군 쌍책면 성산리 124,경상남도 합천군 쌍책면 성산우회로 5,055)932-2500
부산지방우정청,합천우체국,합천청덕우체국,경상남도 합천군 청덕면 두곡리 340 - 3 ,경상남도 합천군 청덕면 동부로 1748,055)932-8600
부산지방우정청,합천우체국,합천용주우체국,경상남도 합천군 용주면 용지리 404-4,경상남도 합천군 용주면 황계폭포로 1160,055)933-3500
부산지방우정청,합천우체국,합천적중우체국,경상남도 합천군 적중면 상부리 830-2 ,경상남도 합천군 적중면 적중로 90,055)932-2000
부산지방우정청,합천우체국,합천덕곡우체국,경상남도 합천군 덕곡면 율지리 99-1,경상남도 합천군 덕곡면 율지1길 20,055)933-5000
부산지방우정청,부산국제우체국,부산국제우체국,경상남도 양산시 동면 석산리 1422-1 ,경상남도 양산시 동면 남양산1길 30,055)371-0100
부산지방우정청,창원우편집중국,창원우편집중국,경상남도 창원시 성산구 신촌동 62-1 ,경상남도 창원시 성산구 적현로 311 (신촌동),055)260-0811
부산지방우정청,진주우편집중국,진주우편집중국,경상남도 진주시 금산면 중천리 276-13 ,경상남도 진주시 금산면 중천로 25,055)760-7003
부산지방우정청,울산우편집중국,울산우편집중국,울산광역시 북구 진장동 284-3 ,울산광역시 북구 진장유통로 34 (진장동),052)283-6008
충청지방우정청,대전우체국,대전우체국,대전광역시 동구 원동 34-1,대전광역시 동구 대전로 757,042)250-7001
충청지방우정청,대전우체국,대전삼성동우체국,대전광역시 동구 삼성1동 292-18,대전광역시 동구 우암 85번길 24,042)623-2005
충청지방우정청,대전우체국,대전소제동우체국,대전광역시 동구 소제동 298-14,대전광역시 동구 계족로 271,042)623-2218
충청지방우정청,대전우체국,대전가양동우체국,대전광역시 동구 가양동 416-8,대전광역시 동구 동대전로 278,042)622-9802
충청지방우정청,대전우체국,대전용전동우체국,대전광역시 동구 용전동 123-8,대전광역시 동구 계족로482,042)631-3002
충청지방우정청,대전우체국,대전가오동우체국,대전광역시 동구 가오동 561-1번지,대전광역시 동구 동구청로 117,042)282-2002
충청지방우정청,대전우체국,대전판암동우체국,대전광역시 동구 판암동 247,대전광역시 동구 동부로 35,042)273-2901
충청지방우정청,대전우체국,대전낭월동우체국,대전광역시 동구 낭월동 458,대전광역시 동구 산내로 1323,042)272-7005
충청지방우정청,대전우체국,대전비룡동우체국,대전광역시 동구 비룡동 549-1,대전광역시 동구 옥천로 427,042)274-1500
충청지방우정청,대전우체국,대전효천우편취급국,대전광역시 동구 인동 353 어진마을아파트 상가 202호,대전광역시 동구 계족로 65 어진마을아파트 상가 202호,042)272-2204
충청지방우정청,대전우체국,대전대자양우편취급국,대전광역시 동구 자양동 197-18,대전광역시 동구 동대전로 202,042)632-0700
충청지방우정청,대전우체국,대전용운아파트우편취급국,대전광역시 동구 용운동 372-5,대전광역시 동구 새울로 85-2,042)283-9009
충청지방우정청,대전우체국,대전성남2동우편취급국,대전광역시 동구 성남동 47-23,대전광역시 동구 계족로 328,042)673-1218
충청지방우정청,대전우체국,대전홍도동우편취급국,대전광역시 동구 홍도동 23-12,대전광역시 동구 동산초교로 15,042)633-2301
충청지방우정청,대전우체국,대전산내우편취급국,대전광역시 동구 대성동 30,대전광역시 동구 대전로340번길 20,042)284-0777
충청지방우정청,대전우체국,대전대학교우편취급국,대전광역시 동구 용운동 96-3,대전광역시 동구 대학로 62,042)284-9307
충청지방우정청,대전우체국,우송대학교우편취급국,대전광역시 동구 자양동 246-1 우송대학교 서캠퍼스 W16 학생회관 1층,대전광역시 동구 동대전로 171 우송대학교 서캠퍼스 W16 학생회관 1층,042)621-2033
충청지방우정청,서대전우체국,서대전우체국,대전광역시 중구 문화1동 1-217,대전광역시 중구 계룡로 914,042)250-3401
충청지방우정청,서대전우체국,대전선화동우체국,대전광역시 중구 선화동 64,대전광역시 중구 중앙로129번길 5,042)257-2005
충청지방우정청,서대전우체국,대전부사동우체국,대전광역시 중구 부사동 89-6,대전광역시 중구 대종로 374,042)253-6531
충청지방우정청,서대전우체국,대전목동우체국,대전광역시 중구 목동 1-1,대전광역시 중구 동서대로 1411,042)253-3005
충청지방우정청,서대전우체국,대전문화2동우체국,대전광역시 중구 문화2동 772,대전광역시 중구 당디로6번길 98,042)584-2005
충청지방우정청,서대전우체국,대전대흥동우체국,대전광역시 중구 대흥동 103-1,대전광역시 중구 대흥로 184,042)254-2005
충청지방우정청,서대전우체국,대전호동우체국,대전광역시 중구 호동 7-10,대전광역시 중구 대종로 150,042)271-2005
충청지방우정청,서대전우체국,대전오류동우체국,대전광역시 중구 오류동 156-1,대전광역시 중구 계백로 1709-10,042)534-5115
충청지방우정청,서대전우체국,대전태평동우체국,대전광역시 중구 태평2동 377-1,대전광역시 중구 태평로 113,042)534-2041
충청지방우정청,서대전우체국,대전문창2동우편취급국,대전광역시 중구 문창동 365-11,대전광역시 중구 보문로 24-1 ,042)283-3690
충청지방우정청,서대전우체국,대전옥계동우편취급국,대전광역시 중구 옥계동 48-25,대전광역시 중구 모암로7번길 150,042)283-9300
충청지방우정청,서대전우체국,대전용두2동우편취급국,대전광역시 중구 용두동 117-3,대전광역시 중구 동서대로1321번길 19,042)252-1544
충청지방우정청,서대전우체국,대전천근우편취급국,대전광역시 중구 문화동 284-51,대전광역시 중구 서문로43번길 64,042)582-8555
충청지방우정청,서대전우체국,한밭산성우편취급국,대전광역시 중구 사정동 356-7,대전광역시 중구 대둔산로 345,042)582-0090
충청지방우정청,서대전우체국,대전성모병원우편취급국,대전광역시 중구 대흥동 520-2,대전광역시 중구 대흥로 64,042)254-8652
충청지방우정청,서대전우체국,대전유천1동우편취급국,대전광역시 중구 유천1동 306-18,대전광역시 중구 계백로 1550,042)585-3388
충청지방우정청,대전유성우체국,대전유성우체국,대전광역시 유성구 봉명동 537-8,대전광역시 유성구 온천로 51,042)828-8115
충청지방우정청,대전유성우체국,국방과학연구소출장소,대전광역시 유성구 수남동 111,대전시 유성구 북유성대로 488번길 160(수남동),042)823-7005
충청지방우정청,대전유성우체국,제120군사우편출장소,대전광역시 유성구 반석동 450,대전광역시 유성구 반석동 141(군수사령부內),042)826-6942
충청지방우정청,대전유성우체국,대전봉명동우체국,대전광역시 유성구 봉명동 444-13,대전광역시 유성구 계룡로 61,042)825-2006
충청지방우정청,대전유성우체국,대전어은동우체국,대전광역시 유성구 어은동 99번지,"대전광역시 유성구 어은로 57, 한빛프라자2층",042)862-2005
충청지방우정청,대전유성우체국,대덕연구단지우체국,대전광역시 유성구 도룡동 394-3,대전광역시 유성구 대덕대로 587,042)861-6152
충청지방우정청,대전유성우체국,대전전민동우체국,대전광역시 유성구 전민동 467-5,대전광역시 유성구 엑스포로 486-22,042)862-2004
충청지방우정청,대전유성우체국,대전지족동우체국,대전광역시 유성구 지족동 913,대전광역시 유성구 은구비로 52 ,042)477-0930
충청지방우정청,대전유성우체국,대덕테크노밸리우체국,대전광역시 유성구 관평동 904번지,대전광역시 유성구 테크노4로 127,042)935-1331
충청지방우정청,대전유성우체국,대전노은2동우체국,대전광역시 유성구 반석동 620-2,대전광역시 유성구 반석동로 53 ,042)825-0286
충청지방우정청,대전유성우체국,한국전자통신연구원우체국,대전광역시 유성구 가정동 149,대전광역시 유성구 가정로 218 ,042)862-0125
충청지방우정청,대전유성우체국,제78군사우체국,대전광역시 유성구 신봉동 23,대전공역시 유성구 신봉동23번지 제78군사우체국,042)863-1195
충청지방우정청,대전유성우체국,진잠우체국,대전광역시 유성구 원내동 92-14,대전광역시 유성구 원내로39번길 25 ,042)543-3005
충청지방우정청,대전유성우체국,대전신성동우체국,대전광역시 유성구 신성동 138-9,대전광역시 유성구 신성로 73 ,042)861-3200
충청지방우정청,대전유성우체국,충남대학교우편취급국,대전광역시 유성구 궁동 220 ,대전광역시 유성구 대학로 99,042)822-2600
충청지방우정청,대전유성우체국,한국과학기술원우편취급국,대전광역시 유성구 구성동 373-1 N11(학생회관),대전광역시 유성구 대학로 291  N11(학생회관),042)861-2101
충청지방우정청,대전유성우체국,한밭대학교우편취급국,대전광역시 유성구 덕명동 16-1 한밭대학교 수위실동,대전광역시 유성구 동서대로125 한밭대학교 수위실동,042)823-2486
충청지방우정청,대전유성우체국,대전구암동우편취급국,대전광역시 유성구 구암동 615-1,대전광역시 유성구 월드컵대로 289-32 (구암동),042-823-8134
충청지방우정청,대전유성우체국,대전구즉동우편취급국,대전광역시 유성구 송강동 25-2,대전광역시 유성구 구즉로 63 (송강동),042-934-4005
충청지방우정청,대전대덕우체국,대전대덕우체국,대전광역시 대덕구 문평동 80-2,대전광역시 대덕구 문평동로 16,042)930-2430
충청지방우정청,대전대덕우체국,신탄진우체국,대전광역시 대덕구 석봉동 414-3,대전광역시 대덕구 석봉 37번길 62 ,042)931-2005
충청지방우정청,대전대덕우체국,회덕우체국,대전광역시 대덕구 와동 351,대전광역시 대덕구 신탄진로254번길 7,042)622-2077
충청지방우정청,대전대덕우체국,대전대화동우체국,대전광역시 대덕구 대화동 40-86,대전광역시 대덕구 대화로 67 ,042)623-1004
충청지방우정청,대전대덕우체국,대전덕암동우체국,대전광역시 대덕구 덕암동 70-15,대전광역시 대덕구 덕암로 157 ,042)932-7400
충청지방우정청,대전대덕우체국,대전오정동우체국,대전광역시 대덕구 오정동 384-2,대전광역시 대덕구 대전로 1095,042)626-5006
충청지방우정청,대전대덕우체국,대전법동우체국,대전광역시 대덕구 법2동 192-2,대전광역시 대덕구 동춘당로 183 ,042)624-0220
충청지방우정청,대전대덕우체국,대전송촌동우체국,대전광역시 대덕구 송촌동 501-3,대전광역시 대덕구 동춘당로 61 ,042)623-2293
충청지방우정청,대전대덕우체국,한남대학교우편취급국,대전광역시 대덕구 오정동 133,대전광역시 대덕구 한남로 70,042)672-9105
충청지방우정청,대전대덕우체국,대전새뜸우편취급국,대전광역시 대덕구 오정동 72-4,대전광역시 대덕구 한밭대로 986,042)627-2232
충청지방우정청,대전대덕우체국,대전비래동우편취급국,대전광역시 대덕구 비래동 131-17,대전광역시 대덕구 우암로464,042)673-1122
충청지방우정청,대전대덕우체국,대전중리동우편취급국,대전광역시 대덕구 중리동 240-11,대전광역시 대덕구 홍도로 119번길 6,042)623-0705
충청지방우정청,대전대덕우체국,대전중리서로우편취급국,대전시 대덕구 중리동 442-8,대전시 대덕구 중리서로 17,042-624-4009
충청지방우정청,대전대덕우체국,대전영진우편취급국,대전광역시 대덕구 법1동 344-16 영진아파트상가 1층 105호,"대전광역시 대덕구 아리랑로 211, 영진아파트 상가 1층 105호",042)623-3490
충청지방우정청,대전대덕우체국,대덕장동우편취급국,대전광역시 대덕구 장동 808-3,대전광역시 대덕구 장동로 263-2,042)635-2204
충청지방우정청,대전대덕우체국,대전대청우편취급국,대전광역시 대덕구 신탄진동 175-22,대전광역시 대덕구 신탄진로 778 ,042)932-7270
충청지방우정청,대전둔산우체국,대전둔산우체국,대전광역시 서구 둔산동 1408,대전광역시 서구 둔산로 111,042)611-1500
충청지방우정청,대전둔산우체국,대전용문동우체국,대전광역시 서구 용문동 246-10,대전광역시 서구 계룡로 669,042)522-0205
충청지방우정청,대전둔산우체국,대전도마동우체국,대전광역시 서구 도마동 173-18,대전광역시 서구 계백로 1422,042)582-2205
충청지방우정청,대전둔산우체국,대전괴정동우체국,대전광역시 서구 괴정동 136-5,대전광역시 서구 갈마로 196,042)522-2105
충청지방우정청,대전둔산우체국,대전법원우체국,대전광역시 서구 둔산1동 1390 ,"대전광역시 서구 둔산중로78번길 45, 대전고등법원 1층",042)472-4370
충청지방우정청,대전둔산우체국,대전가수원동우체국,대전광역시 서구 가수원동 761-2,대전광역시 서구 가수원로 109,042)541-2005
충청지방우정청,대전둔산우체국,대전변동우체국,대전광역시 서구 변동 50-1,대전광역시 서구 도산로 189,042)523-3385
충청지방우정청,대전둔산우체국,대전월평1동우체국,대전광역시 서구 월평1동 1181,대전광역시 서구 월평새뜸로4번길 110,042)485-1955
충청지방우정청,대전둔산우체국,대전월평2동우체국,대전광역시 서구 월평2동 218-4,대전광역시 서구 갈마역로 143-12,042)483-6626
충청지방우정청,대전둔산우체국,대전갈마동우체국,대전광역시 서구 갈마동 1076,대전광역시 서구 갈마중로50번길 5,042)535-2007
충청지방우정청,대전둔산우체국,대전만년동우체국,대전광역시 서구 만년동 5,대전광역시 서구 만년로 15,042)482-9099
충청지방우정청,대전둔산우체국,대전둔산2동우체국,대전광역시 서구 둔산2동 908-5,대전광역시 서구 청사로 279,042)488-4166
충청지방우정청,대전둔산우체국,대전정림동우체국,대전광역시 서구 정림동 679,대전광역시 서구 정림로 4,042)584-0291
충청지방우정청,대전둔산우체국,정부대전청사우체국,대전광역시 서구 둔산동 920,대전광역시 서구 청사로 189,042)485-1433
충청지방우정청,대전둔산우체국,대전관저동우체국,대전광역시 서구 관저동 999-2,대전광역시 서구 관저북로 26,042)543-2005
충청지방우정청,대전둔산우체국,대전관저2동우체국,대전광역시 서구 관저2동 1136,대전광역시 서구 관저로 63,042)545-2272
충청지방우정청,대전둔산우체국,대전흑석동우체국,대전광역시 서구 흑석동 843,대전광역시 서구 세점길 11,042)585-4601
충청지방우정청,대전둔산우체국,대전갈마1동우편취급국,대전광역시 서구 갈마동 378-13,대전광역시 서구 갈마로 62,042)526-9443
충청지방우정청,대전둔산우체국,대전향촌우편취급국,대전광역시 서구 둔산동 963,대전광역시 서구 둔산북로 36 128,042)472-8844
충청지방우정청,대전둔산우체국,대전월평하나로우편취급국,대전광역시 서구 월평동 311-1 하나로아파트 상가 112호,"대전광역시 서구 청사로 5, 하나로@상가 112호",042)487-0954
충청지방우정청,대전둔산우체국,대전변정우편취급국,대전광역시 서구 변동 39-1,대전광역시 서구 중반5길 115,042)523-1600
충청지방우정청,대전둔산우체국,대전삼천가람우편취급국,대전광역시 서구 삼천동 1809 국화라이프상가 106호,"대전광역시 서구 둔산로 201, 가람상가 106호",042)482-5001
충청지방우정청,대전둔산우체국,대전탄방동우편취급국,대전광역시 서구 탄방동 834 한가람아파트상가 114호,"대전광역시 서구 문예로 16, 한가람아파트상가 114호",042)472-1164
충청지방우정청,대전둔산우체국,대전강변우편취급국,대전광역시 서구 정림동 610 ,"대전광역시 서구 정림동로7번길 22, 무지개상가 134",042)582-6610
충청지방우정청,대전둔산우체국,배재대학교우편취급국,대전광역시 서구 도마동 439-6 백산관 4층,대전광역시 서구 배재로 155-40 백산관 4층,042)525-0335
충청지방우정청,대전둔산우체국,목원대학교우편취급국,대전광역시 서구 도안동 800 목원대학교 학생회관 1층,대전광역시 서구 도안북로88 목원대학교 학생회관 1층,042-822-8740
충청지방우정청,세종우체국,세종우체국,세종특별자치시  보람동 624-6 (세종우체국),"세종특별자치시  시청대로 180 (보람동, 세종우체국)",044)861-6000
충청지방우정청,세종우체국,세종금남우체국,세종특별자치시 금남면 용포리 91-1,세종특별자치시 금남면 용포로 56 ,044)866-7001
충청지방우정청,세종우체국,세종전의우체국,세종특별자치시 전의면 읍내리 207-2,세종특별자치시 전의면 운주산로 1208-1 ,044)863-2005
충청지방우정청,세종우체국,제119군사우편출장소,세종특별자치시 금남면 국곡리 1153,세종특별자치시 연서면 채나무길 32사단,044)857-4091
충청지방우정청,세종우체국,세종부강우체국,세종특별자치시 부강면 부강리 442-2,세종특별자치시 부강면 부촌길 42,044)275-4001
충청지방우정청,세종우체국,장군우체국,세종특별자치시 장군면 도계리 155-2,세종특별자치시 장군면 장척로 408-4,044)857-1001
충청지방우정청,세종우체국,세종한솔동우체국,세종특별자치시 한솔동964,세종특별자치시 한솔동 노을3로 93,044)863-7005
충청지방우정청,세종우체국,세종아름동우체국,세종특별자치시 아름동1351,세종특별자치시 보듬3로 111,044)868-3707
충청지방우정청,세종우체국,정부세종청사우체국,세종특별자치시 어진동 58-4,세종특별자치시 도음6로 11,044)862-9545
충청지방우정청,세종우체국,정부세종청사2우체국,세종특별자치시 어진동 120-7,세종특별자치시 한누리대로 482,044)283-2273
충청지방우정청,세종우체국,세종소정우체국,세종특별자치시 소정면 소정리 267-6,세종특별자치시 소정면 소정구길 110,044)566-6400
충청지방우정청,세종우체국,조치원우체국,세종특별자치시  조치원읍 교리 24-3 ,세종특별자치시  조치원읍 새내12길 3,044-861-6000
