번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),점포구분명
1589,대규모점포,08_25_01_P,3210000,2.01232E+18,20120514,,1,영업/정상,1,정상영업,,,,,530-5802,15065.56,137030,서울특별시 서초구 잠원동 70번지 2호,서울특별시 서초구 잠원로 51 (잠원동),137908,뉴코아아울렛,2.02205E+13,U,40:00.0,전문점,200576.6086,445241.8984,대규모점포
1590,대규모점포,08_25_01_P,3210000,2.01232E+18,20120518,,1,영업/정상,1,정상영업,,,,,25345601,249.9,137828,서울특별시 서초구 방배본동 755번지 5호,서울특별시 서초구 방배중앙로 198 (방배동),,롯데쇼핑(주)롯데슈퍼 방배점,2.01705E+13,I,59:59.0,전문점,198660.6163,443855.5734,준대규모점포
1591,대규모점포,08_25_01_P,3210000,2.00732E+18,20070720,,1,영업/정상,1,정상영업,,,,,3477-7637,4950,,서울특별시 서초구 반포동 1141번지,서울특별시 서초구 신반포로 23 (반포동),137811,엘루체,2.01303E+13,I,59:59.0,그 밖의 대규모점포,198791.788,444392.6725,대규모점포
1592,대규모점포,08_25_01_P,3210000,2.00932E+18,19800802,,1,영업/정상,1,정상영업,,,,,3472-5490,5408,137859,서울특별시 서초구 서초2동 1332번지 2호,서울특별시 서초구 사임당로 151 (서초동),137859,무지개쇼핑,2.01303E+13,I,59:59.0,그 밖의 대규모점포,202216.05,443352.0246,대규모점포
1593,대규모점포,08_25_01_P,3210000,2.01232E+18,20120424,,1,영업/정상,1,정상영업,,,,,02-536-0004,1049.58,137061,서울특별시 서초구 방배1동 816번지 1호,서울특별시 방배로33길 29,137832,롯데슈퍼 방배2점,2.02003E+13,U,40:00.0,대형마트,198984.3648,443229.8359,준대규모점포
1594,대규모점포,08_25_01_P,3210000,2.01232E+18,20120514,,1,영업/정상,1,정상영업,,,,,530-5802,12595,137711,서울특별시 서초구 잠원동 70번지 5호 뉴코아백화점빌딩,"서울특별시 서초구 잠원로 37-6 (잠원동, 뉴코아백화점빌딩)",137711,뉴코아백화점,2.02205E+13,U,40:00.0,백화점,200367.985,445207.6635,대규모점포
1595,대규모점포,08_25_01_P,3210000,2.01332E+18,19970329,,1,영업/정상,1,정상영업,,,,,02-3465-1010,33736,,,서울특별시 서초구 효령로 304 (서초동),137870,국제전자도매센타,2.01603E+13,I,59:59.0,전문점,201501.6727,442505.5731,대규모점포
1596,대규모점포,08_25_01_P,3210000,2.01332E+18,19971029,,1,영업/정상,1,정상영업,,,,,02-591-8081,2803,,,서울특별시 서초구 신반포로3길 8 (반포동),137040,반포프라자,2.01303E+13,I,59:59.0,그 밖의 대규모점포,198776.1135,444432.3252,대규모점포
1597,대규모점포,08_25_01_P,3210000,2.01332E+18,19810723,,1,영업/정상,1,정상영업,,,,,02-3473-3734,1932,,,서울특별시 서초구 사임당로 130 (서초동),137879,신동아종합상가,2.01303E+13,I,59:59.0,그 밖의 대규모점포,202250.1452,443143.7846,대규모점포
1598,대규모점포,08_25_01_P,3210000,2.01332E+18,19830430,,1,영업/정상,1,정상영업,,,,,02-3486-4924,3080,,,서울특별시 서초구 방배천로16길 18 (방배동),137817,방배종합시장,2.01303E+13,I,59:59.0,그 밖의 대규모점포,198492.7972,442199.2683,대규모점포
1599,대규모점포,08_25_01_P,3210000,2.01332E+18,19771105,,1,영업/정상,1,정상영업,,,,,02-599-2262,9564,,,서울특별시 서초구 신반포로15길 29 (반포동),137800,신반포종합시장,2.01704E+13,I,59:59.0,그 밖의 대규모점포,199448.513,444800.5508,대규모점포
1600,대규모점포,08_25_01_P,3210000,2.01332E+18,19820531,,1,영업/정상,1,정상영업,,,,,02-593-0244,3138,,,서울특별시 서초구 나루터로 37 (잠원동),137907,신사쇼핑,2.02009E+13,U,40:00.0,그 밖의 대규모점포,201230.6934,445992.4593,대규모점포
1601,대규모점포,08_25_01_P,3210000,2.01332E+18,19781114,,1,영업/정상,1,정상영업,,,,,02-586-0025,3001,,,서울특별시 서초구 서초중앙로22길 25 (서초동),137880,대림서초리시온,2.01303E+13,I,59:59.0,그 밖의 대규모점포,201295.7,443474.5249,대규모점포
1602,대규모점포,08_25_01_P,3210000,2.01332E+18,20050225,,1,영업/정상,1,정상영업,,,,,02-597-2222,6973,,,서울특별시 서초구 서초중앙로 188 (서초동),137875,아크로비스타 아케이드,2.01303E+13,I,59:59.0,그 밖의 대규모점포,201107.6347,443999.0671,대규모점포
1603,대규모점포,08_25_01_P,3210000,2.01332E+18,20050228,,1,영업/정상,1,정상영업,,,,,02-523-0081,34765,,,서울특별시 서초구 매헌로 16 (양재동),137924,하이브랜드,2.01303E+13,I,59:59.0,그 밖의 대규모점포,203204.7556,440136.7812,대규모점포
1604,대규모점포,08_25_01_P,3210000,2.01332E+18,20030501,,1,영업/정상,1,정상영업,,,,,02-3480-4700,5546,,,서울특별시 서초구 강남대로 465 (서초동),137863,교보타워 지하아케이드,2.01303E+13,I,59:59.0,전문점,202058.6747,444618.1673,대규모점포
1605,대규모점포,08_25_01_P,3210000,2.01332E+18,19761211,,1,영업/정상,1,정상영업,,,,,02-599-1380,6446.23,,,서울특별시 서초구 방배로33길 29 (방배동),137832,이수시장,2.01403E+13,I,59:59.0,그 밖의 대규모점포,198984.3648,443229.8359,대규모점포
1606,대규모점포,08_25_01_P,3210000,2.01332E+18,20001209,,1,영업/정상,1,정상영업,,,,,1899 9900,9977.11,,,서울특별시 서초구 양재대로 159 (양재동),137893,코스트코코리아,2.01512E+13,I,59:59.0,대형마트,203123.8704,439984.8475,대규모점포
1607,대규모점포,08_25_01_P,3210000,2.01332E+18,19971029,,1,영업/정상,1,정상영업,,,,,02-594-8466,2803,,,서울특별시 서초구 신반포로3길 8 (반포동),137040,반포프라자,2.01303E+13,I,59:59.0,그 밖의 대규모점포,198776.1135,444432.3252,대규모점포
1608,대규모점포,08_25_01_P,3210000,2.01532E+18,20150203,,1,영업/정상,1,정상영업,,,,,02-2145-8000,12066.12,,"서울특별시 서초구 서초동 1498번지 5호  (영업장 지하1층,지하2층)",,,롯데쇼핑(주) 롯데마트 서초점,2.02205E+13,U,40:00.0,대형마트,200438.9929,443124.5944,대규모점포
1609,대규모점포,08_25_01_P,3210000,1.97932E+18,19790216,,1,영업/정상,1,정상영업,,,,,3474-7621,4516,137072,서울특별시 서초구 서초동 1335번지,"서울특별시 서초구 효령로 391 (서초동, 무지개아파트)",137771,무지개종합상가,2.01604E+13,I,59:59.0,그 밖의 대규모점포,202245.3779,442987.987,대규모점포
1610,대규모점포,08_25_01_P,3210000,1.98232E+18,19820408,,1,영업/정상,1,정상영업,,,,,02 5354160,56379.9,,서울특별시 서초구 반포동 19번지 4   호,서울특별시 서초구 신반포로 194 (반포동),,터미널상가,2.01704E+13,I,59:59.0,그 밖의 대규모점포,200554.744,444811.3648,대규모점포
1611,대규모점포,08_25_01_P,3210000,1.99532E+18,19950601,,1,영업/정상,1,정상영업,,,,,509-5000,3752,,,서울특별시 서초구 잠원로 69 (잠원동),137907,킴스클럽,2.02205E+13,U,40:00.0,대형마트,200576.6086,445335.6672,대규모점포
1612,대규모점포,08_25_01_P,3210000,2.00532E+18,20050330,,1,영업/정상,1,정상영업,,,,,221551052,9250,,서울특별시 서초구 양재동 215호 하이브랜드 지하1층,"서울특별시 서초구 매헌로 16 (양재동,하이브랜드 지하1층)",,(주)이마트 양재점,2.02005E+13,U,40:00.0,대형마트,203204.7556,440136.7812,대규모점포
1613,대규모점포,08_25_01_P,3210000,2.01332E+18,19791212,,1,영업/정상,1,정상영업,,,,,02-537-2790,1866,,,서울특별시 서초구 나루터로 32 (잠원동),137907,대림상가,2.01303E+13,I,59:59.0,그 밖의 대규모점포,,,대규모점포
1614,대규모점포,08_25_01_P,3210000,2.01332E+18,19890605,,1,영업/정상,1,정상영업,,,,,02-536-8480,2008,,,서울특별시 서초구 고무래로 90-7 (서초동),137882,서초쇼핑,2.01603E+13,I,59:59.0,그 밖의 대규모점포,201472.6689,444193.267,대규모점포
1615,대규모점포,08_25_01_P,3210000,2.01332E+18,19821112,,1,영업/정상,1,정상영업,,,,,02-536-6261,1256,,,서울특별시 서초구 서초중앙로 220 (반포동),137802,한양스토아,2.01303E+13,I,59:59.0,그 밖의 대규모점포,201160.0456,444426.5643,대규모점포
1616,대규모점포,08_25_01_P,3210000,2.00532E+18,20150922,,1,영업/정상,1,정상영업,,,,,02-3479-1005,60945.95,,서울특별시 서초구 반포동 19번지 3호,서울특별시 서초구 신반포로 176 (반포동),,신세계백화점 강남점,2.02204E+13,U,40:00.0,백화점,200250.4478,444683.2205,대규모점포
1617,대규모점포,08_25_01_P,3000000,2.0033E+18,20030304,,1,영업/정상,1,정상영업,,,,,2267-0291,16128.75,110833,서울특별시 종로구 예지동 6번지 1호,,,광장주식회사,2.00708E+13,I,59:59.0,시장,199837.4143,451974.1285,
1618,대규모점포,08_25_01_P,3000000,2.0043E+18,20040430,,1,영업/정상,1,정상영업,,,,,02 3973445,4674.66,110714,서울특별시 종로구 종로1가 1번지,서울특별시 종로구 종로 1 (종로1가),110714,종로1번지아케이트,2.02104E+13,U,40:00.0,복합쇼핑몰,197993.9046,452032.9586,대규모점포
1619,대규모점포,08_25_01_P,3000000,2.0043E+18,20040430,,1,영업/정상,1,정상영업,,,,,02 3995591,,,서울특별시 종로구 서린동 33호,,,영풍문고,2.00707E+13,I,59:59.0,대형마트,198351.8187,451921.603,
1620,대규모점포,08_25_01_P,3000000,2.0043E+18,20040630,,1,영업/정상,1,정상영업,,,,,236760177,,,서울특별시 종로구 창신동 436번지 79  호,,,동대문신발도매상가,2.00707E+13,I,59:59.0,그 밖의 대규모점포,,,
1621,대규모점포,08_25_01_P,3230000,2.00832E+18,19731214,,1,영업/정상,1,정상영업,,,,19731214,230125535,3871,138120,서울특별시 송파구 마천동 140번지 2호,서울특별시 송파구 마천로45길 23 (마천동),138819,마천시장,2.01607E+13,I,59:59.0,그 밖의 대규모점포,213247.1961,444020.5685,대규모점포
1622,대규모점포,08_25_01_P,3230000,2.00832E+18,19820129,,1,영업/정상,1,정상영업,,,,19820129,423-4751,7225,138220,서울특별시 송파구 잠실동 101번지 1호,서울특별시 송파구 올림픽로4길 40 (잠실동),138892,프리마 쇼핑센타,2.01112E+13,I,59:59.0,그 밖의 대규모점포,206397.348,444963.2339,대규모점포
1623,대규모점포,08_25_01_P,3230000,2.01332E+18,20110905,,1,영업/정상,1,정상영업,,,,,24188545,213.2,138933,서울특별시 송파구 잠실4동 44번지 1호,서울특별시 송파구 석촌호수로 133 (잠실동),138220,홈플러스(주)익스프레스 잠실점,2.02106E+13,U,40:00.0,구분없음,208045.233,445054.4108,준대규모점포
1624,대규모점포,08_25_01_P,3230000,2.01332E+18,20110905,,1,영업/정상,1,정상영업,,,,,234318545,398.6,,,서울특별시 송파구 가락로28길 7 (송파동),138854,홈플러스(주) 익스프레스 송파점,2.02106E+13,U,40:00.0,구분없음,210264.3557,444937.5802,준대규모점포
1625,대규모점포,08_25_01_P,3230000,2.00832E+18,19830716,,1,영업/정상,1,정상영업,,,,19880825,4135551,2771,138190,서울특별시 송파구 석촌동 277번지 2호,서울특별시 송파구 가락로 103 (석촌동),138846,엄마손상가,2.01407E+13,I,59:59.0,그 밖의 대규모점포,209440.7265,444369.4957,대규모점포
1626,대규모점포,08_25_01_P,3230000,2.00932E+18,20090511,,1,영업/정상,1,정상영업,,,,,221574024,84471,138200,서울특별시 송파구 문정동 292번지 외 29필지,서울특별시 송파구 충민로 10 (문정동),138962,가든파이브 툴,2.02012E+13,U,40:00.0,쇼핑센터,210535.0896,442137.5787,대규모점포
1627,대규모점포,08_25_01_P,3230000,2.00932E+18,20090511,,1,영업/정상,1,정상영업,,,,,21570118,145244.54,138200,서울특별시 송파구 문정동 516번지,서울특별시 송파구 충민로 66 (문정동),138960,가든파이브 라이프,2.01504E+13,I,59:59.0,그 밖의 대규모점포,211053.1195,442026.9888,대규모점포
1628,대규모점포,08_25_01_P,3230000,1.98132E+18,19980317,,1,영업/정상,1,정상영업,,,,,02 4310611,7961,,서울특별시 송파구 마천동 181호,서울특별시 송파구 마천로 315 (마천동),138820,송파쇼핑센타,2.01302E+13,I,59:59.0,그 밖의 대규모점포,213279.7811,443674.6829,대규모점포
1629,대규모점포,08_25_01_P,3230000,1.98832E+18,19780328,,1,영업/정상,1,정상영업,,,,,02  422 5851,9815,,서울특별시 송파구 잠실동 27번지 6호,서울특별시 송파구 올림픽로 203 (잠실동),138916,잠실중앙상가,2.01707E+13,I,59:59.0,그 밖의 대규모점포,208187.6235,445589.7186,대규모점포
1630,대규모점포,08_25_01_P,3230000,2.00932E+18,20090630,,1,영업/정상,1,정상영업,,,,,430-7007,3004,138130,서울특별시 송파구 오금동 615번지  올림픽파크동부센트레빌 상가,서울특별시 송파구 양재대로72길 5 (오금동),138130,올림픽파크동부센트레빌 상가,2.01112E+13,I,59:59.0,그 밖의 대규모점포,211217.0019,445334.1517,대규모점포
1631,대규모점포,08_25_01_P,3230000,2.01132E+18,19840208,,1,영업/정상,1,정상영업,,,,,24166006,5269,138851,서울특별시 송파구 송파1동 121번지,서울특별시 송파구 가락로 183 (송파동),138851,한화건설 송파지점,2.01603E+13,I,59:59.0,그 밖의 대규모점포,210057.9121,444767.3676,대규모점포
1632,대규모점포,08_25_01_P,3230000,2.01132E+18,19970218,,1,영업/정상,1,정상영업,,,,,24037008,3719.38,138808,서울특별시 송파구 가락2동 140번지,서울특별시 송파구 동남로 189 (가락동),138808,쌍용프라자 상가,2.01705E+13,I,59:59.0,그 밖의 대규모점포,211259.9098,443711.7029,대규모점포
1633,대규모점포,08_25_01_P,3230000,2.00532E+18,20051209,,1,영업/정상,1,정상영업,,,,,221462003,13400,,서울특별시 송파구 신천동 7번지 18호,서울특별시 송파구 올림픽로 269 (신천동),138934,롯데캐슬플라자,2.02204E+13,U,40:00.0,쇼핑센터,208836.1921,445807.7274,대규모점포
1634,대규모점포,08_25_01_P,3230000,2.00732E+18,20070709,,1,영업/정상,1,정상영업,,,,,234688122,13934.64,,서울특별시 송파구 신천동 7번지 12  호,서울특별시 송파구 올림픽로35가길 16 (신천동),138240,홈플러스(주)잠실점,2.02106E+13,U,40:00.0,대형마트,209039.148,446007.9668,대규모점포
1635,대규모점포,08_25_01_P,3230000,2.01332E+18,20130619,,1,영업/정상,1,정상영업,,,,,02-2050-5001,3493.73,138721,서울특별시 송파구 잠실3동 40번지 1호 롯데월드,서울특별시 송파구 올림픽로 240 (잠실동),138220,롯데하이마트잠실점,2.01707E+13,I,59:59.0,전문점,208589.3633,445455.9041,대규모점포
1636,대규모점포,08_25_01_P,3230000,2.01432E+18,20110810,,1,영업/정상,1,정상영업,,,,,02  34016251,883,,,"서울특별시 송파구 동남로 189 (가락동, 쌍용아파트)",138747,(주)지에스리테일 송파점,2.01602E+13,I,59:59.0,구분없음,211259.9098,443711.7029,준대규모점포
1637,대규모점포,08_25_01_P,3230000,2.01432E+18,20111025,,1,영업/정상,1,정상영업,,,,,24185853,572.18,,,"서울특별시 송파구 오금로31가길 20 (방이동, 대림아파트)",138771,(주)지에스리테일 방이점,2.01602E+13,I,59:59.0,구분없음,210908.9845,445042.9203,준대규모점포
1638,대규모점포,08_25_01_P,3230000,1.98932E+18,19890607,,1,영업/정상,1,정상영업,,,,,02  400 0198,10802,,서울특별시 송파구 방이동 89번지 11호 프라자상가,서울특별시 송파구 양재대로 1222 (방이동),138829,올림픽프라자상가,2.01112E+13,I,59:59.0,그 밖의 대규모점포,211619.368,445963.3849,대규모점포
1639,대규모점포,08_25_01_P,3230000,1.98932E+18,19980819,,1,영업/정상,1,정상영업,,,,,24118411,20982,,서울특별시 송파구 잠실동 40번지 1호,서울특별시 송파구 올림픽로 240 (잠실동),138721,롯데마트(주) 롯데마트 제타플렉스,2.02204E+13,U,40:00.0,복합쇼핑몰,208589.3633,445455.9041,대규모점포
1640,대규모점포,08_25_01_P,3230000,1.99832E+18,19881112,,1,영업/정상,1,정상영업,,,,,024115551~4,72582.24,,서울특별시 송파구 잠실동 40번지 1호,서울특별시 송파구 올림픽로 240 (잠실동),138721,롯데백화점 잠실점,2.02204E+13,U,40:00.0,백화점,208589.3633,445455.9041,대규모점포
1641,대규모점포,08_25_01_P,3230000,2.00232E+18,20000713,,1,영업/정상,1,정상영업,,,,,220067710,17693,,서울특별시 송파구 문정동 150번지 2호,서울특별시 송파구 중대로 80 (문정동),138885,롯데쇼핑(주)롯데마트 송파점,2.02204E+13,U,40:00.0,대형마트,210343.6993,443288.285,대규모점포
1642,대규모점포,08_25_01_P,3230000,2.00532E+18,20050224,,1,영업/정상,1,정상영업,,,,,02  21454942,7383.45,,서울특별시 송파구 잠실동 40호,서울특별시 송파구 올림픽로 212 (잠실동),138791,갤러리아팰리스 아케이드,2.01112E+13,I,59:59.0,그 밖의 대규모점포,208233.927,445435.2576,대규모점포
1643,대규모점포,08_25_01_P,3230000,2.01132E+18,20110829,,1,영업/정상,1,정상영업,,,,,2290-5853,271.6,138908,서울특별시 송파구 잠실2동 19번지 8호,서울특별시 송파구 올림픽로 111 (잠실동),138908,롯데쇼핑(주)롯데슈퍼신천점,2.02204E+13,U,40:00.0,구분없음,207270.219,445550.2772,준대규모점포
1644,대규모점포,08_25_01_P,3230000,2.01132E+18,20110829,,1,영업/정상,1,정상영업,,,,,2290-5853,288,138915,서울특별시 송파구 잠실3동 35번지 2호,서울특별시 송파구 석촌호수로 61 (잠실동),138915,롯데쇼핑(주)롯데슈퍼잠실3동점,2.02204E+13,U,40:00.0,구분없음,207553.9182,445383.338,준대규모점포
1645,대규모점포,08_25_01_P,3230000,2.01332E+18,20111202,,1,영업/정상,1,정상영업,,,,,230128545,835,138814,서울특별시 송파구 거여2동 27번지 5호 B101호,서울특별시 오금로 512,138813,홈플러스(주)익스프레스 거여점,2.02106E+13,U,40:00.0,구분없음,212800.7,443397.2619,준대규모점포
1646,대규모점포,08_25_01_P,3230000,2.01232E+18,20120405,,1,영업/정상,1,정상영업,,,,,2290-5853,105.5,138845,서울특별시 송파구 석촌동 235번지 17호,서울특별시 송파구 백제고분로34길 3 (석촌동),138845,롯데쇼핑(주)롯데슈퍼석촌점,2.01704E+13,I,59:59.0,구분없음,208675.8128,444446.0535,준대규모점포
1647,대규모점포,08_25_01_P,3230000,2.01232E+18,20120405,,1,영업/정상,1,정상영업,,,,,02  400 2007,1662.6,138130,서울특별시 송파구 오금동 615번지,서울특별시 송파구 양재대로72길 5 (오금동),138130,농협하나로마트방이역점,2.02203E+13,U,40:00.0,구분없음,211217.0019,445334.1517,준대규모점포
1648,대규모점포,08_25_01_P,3230000,2.01132E+18,20110905,,1,영업/정상,1,정상영업,,,,,3431-5602,172.8,138828,서울특별시 송파구 방이2동 63번지 11호,서울특별시 송파구 올림픽로32길 20 (방이동),138828,롯데쇼핑(주)롯데슈퍼방이점,2.02204E+13,U,40:00.0,구분없음,209576.622,445779.101,준대규모점포
1649,대규모점포,08_25_01_P,3230000,2.01232E+18,20120120,,1,영업/정상,1,정상영업,,,,,02-848-3651,326.92,138803,서울특별시 송파구 가락동 88번지 2호,서울특별시 송파구 중대로9길 35 (가락동),138803,(주)이마트에브리데이 가락동점,2.02105E+13,U,40:00.0,구분없음,210391.462,443796.027,준대규모점포
1650,대규모점포,08_25_01_P,3230000,2.01232E+18,20120405,,1,영업/정상,1,정상영업,,,,,422-9003,693,138779,"서울특별시 송파구 송파2동 121번지 한양2차아파트 1층 6,7호호","서울특별시 송파구 가락로 183, 1층 6,7호 (송파동)",138851,롯데쇼핑(주)롯데슈퍼송파점,2.02204E+13,U,40:00.0,구분없음,210057.9121,444767.3676,준대규모점포
1651,대규모점포,08_25_01_P,3230000,2.01232E+18,20120330,,1,영업/정상,1,정상영업,,,,,2290-5853,203.3,138879,서울특별시 송파구 풍납2동 400번지 5호   101호,서울특별시 송파구 강동대로9길 20 (풍납동),138879,롯데쇼핑(주)롯데슈퍼풍납점,2.02204E+13,U,40:00.0,구분없음,210274.1855,447307.6498,준대규모점포
1652,대규모점포,08_25_01_P,3230000,2.01332E+18,20120330,,1,영업/정상,1,정상영업,,,,,204748542,323,,서울특별시 송파구 풍납동 163번지,서울특별시 송파구  올림픽로51길  52 (풍납동),,홈플러스(주)익스프레스 풍납점,2.02106E+13,U,40:00.0,구분없음,210378.825,447916.0439,준대규모점포
1653,대규모점포,08_25_01_P,5020000,2.0055E+18,20011121,,1,영업/정상,1,정상영업,,,,,054 223 1052,12499.62,790350,경상북도 포항시 남구 인덕동 161번지 176호,경상북도 포항시 남구 냉천로 10 (인덕동),790832,(주)이마트 포항점,2.02004E+13,U,40:00.0,복합쇼핑몰,416216.4712,279431.5418,대규모점포
1654,대규모점포,08_25_01_P,5020000,2.0065E+18,20061201,,1,영업/정상,1,정상영업,,,,,054 222 2500,3411.57,,경상북도 포항시남구 지곡동 481번지 1호,경상북도 포항시 남구 지곡로 237 (지곡동),,롯데쇼핑(주) 롯데마트 포항점,2.02205E+13,U,40:00.0,대형마트,409480.1428,283289.3165,대규모점포
1655,대규모점포,08_25_01_P,5020000,2.0075E+18,20070223,,1,영업/정상,1,정상영업,,,,,054 288 8125,5748.53,,경상북도 포항시북구 죽도동 50번지 1호,경상북도 포항시 북구 중흥로 328 (죽도동),791841,홈플러스(주)죽도점,2.02106E+13,U,40:00.0,대형마트,413111.1908,283750.3267,대규모점포
1656,대규모점포,08_25_01_P,5020000,2.0075E+18,20070830,,1,영업/정상,1,정상영업,,,,,054-256-8888,19688.71,790828,경상북도 포항시남구 상도동 582번지,경상북도 포항시 남구 중흥로 77 (상도동),,그랜드애비뉴,2.01805E+13,I,59:59.0,쇼핑센터,411699.7165,281700.6209,대규모점포
1657,대규모점포,08_25_01_P,5020000,2.0085E+18,20040830,,1,영업/정상,1,정상영업,,,,,054  7211052,13264.59,791210,경상북도 포항시북구 득량동 305번지,경상북도 포항시 북구 대이로 188 (득량동),791210,(주)이마트 포항이동점,2.02004E+13,U,40:00.0,전문점,410758.268,283785.0134,대규모점포
1658,대규모점포,08_25_01_P,5020000,2.0085E+18,20070817,,1,영업/정상,1,정상영업,,,,,054-559-8014,8903.45,790828,경상북도 포항시남구 상도동 582번지,경상북도 포항시 남구 중흥로 77 (상도동),790828,홈플러스(주)포항점,2.02106E+13,U,40:00.0,대형마트,411699.7165,281700.6209,대규모점포
1659,대규모점포,08_25_01_P,5020000,2.0115E+18,20110802,,1,영업/정상,1,정상영업,,,,,542781448,1974,791843,경상북도 포항시 북구 죽도동 607번지 1호,경상북도 포항시 북구 중흥로 244 (죽도동),,(주)지에스리테일 포항죽도점,2.01603E+13,I,59:59.0,구분없음,412682.3934,283074.4615,준대규모점포
1660,대규모점포,08_25_01_P,5020000,2.0115E+18,20110802,,1,영업/정상,1,정상영업,,,,,542569666,1475.63,791804,경상북도 포항시 북구 두호동 1103번지 2호,경상북도 포항시 북구 새천년대로1076번길 4 (두호동),,(주)지에스리테일 포항창포점,2.01712E+13,I,59:59.0,구분없음,413632.8515,287436.5115,준대규모점포
1661,대규모점포,08_25_01_P,5020000,2.0115E+18,20110802,,1,영업/정상,1,정상영업,,,,,542516213,1002,791803,경상북도 포항시 북구 두호동 1087번지,경상북도 포항시 북구 용두산길 3 (두호동),,(주)지에스리테일 포항두호점,2.01712E+13,I,59:59.0,구분없음,414597.4915,287486.8049,준대규모점포
1662,대규모점포,08_25_01_P,5020000,2.0115E+18,20110930,,1,영업/정상,1,정상영업,,,,,054-276-5602,1785,,경상북도 포항시 북구 죽도동 641번지 1호 외 8필지,경상북도 포항시 북구 포스코대로 277 (죽도동),37754,롯데쇼핑(주)롯데슈퍼 포항점,2.02205E+13,U,40:00.0,구분없음,412221.3901,282671.3908,준대규모점포
1663,대규모점포,08_25_01_P,5020000,2.0115E+18,20111007,,1,영업/정상,1,정상영업,,,,,542324172,330,791921,경상북도 포항시 북구 청하면 미남리 385번지 2호,경상북도 포항시 북구 청하면 청하로 203,,신포항농협 하나로마트,2.0111E+13,I,59:59.0,그 밖의 대규모점포,410321.3174,302201.1528,준대규모점포
1664,대규모점포,08_25_01_P,5020000,2.0115E+18,20111007,,1,영업/정상,1,정상영업,,,,,542432012,260,791824,경상북도 포항시 북구 기계면 현내리 473번지 1호,경상북도 포항시 북구 기계면 기계로57번길 6,,서포항농협 하나로마트 기동점,2.0111E+13,I,59:59.0,그 밖의 대규모점포,399008.8082,287719.9905,준대규모점포
1665,대규모점포,08_25_01_P,5020000,2.0115E+18,20111010,,1,영업/정상,1,정상영업,,,,,542814800,1296.8,791818,경상북도 포항시 북구 죽도동 20번지 113호 외 2필지,경상북도 포항시 북구 죽도로 90 (죽도동),791818,(주)서원유통 탑마트 포항죽도점,2.02206E+13,U,40:00.0,구분없음,413559.3864,283993.2284,준대규모점포
1666,대규모점포,08_25_01_P,5020000,2.0115E+18,20111013,,1,영업/정상,1,정상영업,,,,,542421599,983.6,791050,경상북도 포항시 북구 죽도동 580번지 4호,경상북도 포항시 북구 죽도시장14길 15 (죽도동),,포항농협 하나로마트 동부점,2.0111E+13,I,59:59.0,그 밖의 대규모점포,413493.2834,284112.3452,준대규모점포
1667,대규모점포,08_25_01_P,5020000,2.0115E+18,20111013,,1,영업/정상,1,정상영업,,,,,542846311,243,790801,경상북도 포항시 남구 구룡포읍 구룡포리 963번지 1호 외 1필지,경상북도 포항시 남구 구룡포읍 구룡포길 76-6,790800,구룡포농협 하나로마트,2.01111E+13,I,59:59.0,그 밖의 대규모점포,430295.0056,279678.5806,준대규모점포
1668,대규모점포,08_25_01_P,5020000,2.0005E+18,19870324,,1,영업/정상,1,정상영업,,,,,054-221-9901,7509.01,,,경상북도 포항시 남구 효자로 70 (대잠동),790826,효자프라자 웰빙아울렛,2.0141E+13,I,59:59.0,쇼핑센터,410472.4481,281473.2626,대규모점포
1669,대규모점포,08_25_01_P,5020000,2.0125E+18,20120209,,1,영업/정상,1,정상영업,,,,,542325201,1841.35,791813,경상북도 포항시 북구 우현동 115번지 2호,경상북도 포항시 북구 중앙로419번길 29 (우현동),791813,(주)서원유통 탑마트 포항우현점,2.02206E+13,U,40:00.0,구분없음,412513.0712,285834.1669,준대규모점포
1670,대규모점포,08_25_01_P,5020000,2.0145E+18,20141008,,1,영업/정상,1,정상영업,,,,,054-283-4664,647.25,,,경상북도 포항시 남구 연일읍 유강길 17,790885,(주)이마트에브리데이 연일점,2.02105E+13,U,40:00.0,구분없음,408934.8656,280792.0141,준대규모점포
1671,대규모점포,08_25_01_P,5020000,2.0145E+18,20141110,,1,영업/정상,1,정상영업,,,,,02-2006-2156,850.87,,,경상북도 포항시 북구 삼호로 422 (환호동),791280,(주)지에스리테일 포항환호점,2.01602E+13,I,59:59.0,구분없음,415634.6426,288020.1648,준대규모점포
1672,대규모점포,08_25_01_P,5020000,2.0185E+18,20180510,,1,영업/정상,1,정상영업,,,,,051-510-4698,148.5,,경상북도 포항시 북구 창포동 산 32번지 11호,"경상북도 포항시 북구 우창로 166-1, 105호 ~ 108호 (창포동)",37627,(주)GS리테일 창포메트로점,2.01809E+13,U,59:59.0,구분없음,413230.7624,287904.2723,준대규모점포
1673,대규모점포,08_25_01_P,5020000,2.0005E+18,19650201,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 대신동 54-2호,,,북부시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
